,text,sentiment
23993,read today paper along water coffee compliment rent,neutral
23994,hummmmm ohh miss much really hope nice friends like us,neutral
23995,oh yeah poorest person shouldnt joke poor people,negative
23996,wish go see today sad dont,negative
23997,awwwwwww holly,neutral
23998,special happy mother day mommies,positive
23999,fail second year med school know say,negative
24000,watch hollyoaks omg,neutral
24001,shiv place slowly hope,positive
24002,make wonderful breakfast get ready workout,positive
24003,another david hughes list hurt ftw,negative
24004,sleep need go mums time get clara bed,neutral
24005,izzy sorry hear disaster,negative
24006,say np ne yo music http plurk com p svm r,neutral
24007,computers ethernet school slow,negative
24008,ah clean house finally nice,positive
24009,think hannah,neutral
24010,work framework web base sl application product registration server login site security comms,neutral
24011,happy mother day moms special shout momma luv ya pat even though jehovah witness,positive
24012,think open macmaze source time work anymore,negative
24013,get twilightguy show,neutral
24014,dont one dunno mom ever one,neutral
24015,lula feel well http tinyurl com kcsq,negative
24016,morning world rain day revision seem tough,positive
24017,feelin day,neutral
24018,omg saw ur update nd say david archuleta lol shoulda david david awsome p,positive
24019,bout gonna today lol,neutral
24020,go world education fair today whole different kind circus,neutral
24021,mocha brave,positive
24022,good hear feel though behind scenes better show tv,positive
24023,sound like get fan danstorce,positive
24024,group people naked woooh,neutral
24025,yahyan iaaaaaaaaaaaaan joke,positive
24026,love love http bite ly chlav tease baby end boooooo still luv tho,positive
24027,wake hiccup come back,neutral
24028,perform lifeball vienna year unfortunately get chance see,negative
24029,great time kc http twitpic com w fi,positive
24030,get really sick today text later nap time,negative
24031,peruse fieldnotes website good bad must return work,neutral
24032,find tell us turn win make blueberry pancakes morning,neutral
24033,forget charge cell last night dead,negative
24034,well one muscle relaxant narcotic still get help dunno say moist heat,neutral
24035,love stop one picture first one priceless speedo great kudos mom,positive
24036,know suck anyway get fake id something,negative
24037,indian food middle wales typical huh,neutral
24038,shut fool dontlike fact keep abandon,negative
24039,nice sunday,positive
24040,tire,negative
24041,watch place see die,neutral
24042,woohoo congrats friend boyfriend,positive
24043,ugh talk someone really bore,negative
24044,hear icecream truck take like shoot catch,negative
24045,im like escape fate alot tonight excite estk nemonemesis,neutral
24046,bring sooo much joy show great song http blip fm z oq,positive
24047,tom mito tour dvd still make cos seem steal really want copy,neutral
24048,sensation ocean white portugal absolutely amaze adoreiii,positive
24049,ugh dont feel like go work today,negative
24050,hey thankyou u x,neutral
24051,jb cute lmfao giggle,positive
24052,happy birthday justin lof fun god bless,positive
24053,beach cosmo kamikaze captain america ahhh fun night still,positive
24054,convert armin imagine concert iphone fun fun,positive
24055,wx look like ohio tornado hit,neutral
24056,oh ladies suffer lol,neutral
24057,never give something go day without think like quote,positive
24058,yes think safe say popularity level today always,positive
24059,laundry know suck nice say thank,neutral
24060,happy mother dayyy mother especially mine,positive
24061,really desappointed,negative
24062,loooooove bank holiday,positive
24063,pic promise http twitpic com wqy,neutral
24064,welcome minnesoooooooota free time trip catch win cliquot club though close,neutral
24065,watch videos youtube bf think go bed soon,neutral
24066,car,neutral
24067,dont put behind wheel lmfao today fun,positive
24068,g night,neutral
24069,even town jeremy sad carrie come,negative
24070,cancel performance letterman sad less option,negative
24071,im regret alcohol consume last night head,negative
24072,get wii,neutral
24073,leave inn im school dang straight dead hannah,negative
24074,see mi abueltia hospital good,positive
24075,aww last one roo oop,neutral
24076,try finish ignment please god help finish,negative
24077,plan tonight,neutral
24078,dear god please let wake tomorrow lol get plan tonight let pick hero night grow get job etc lolz,positive
24079,doctor office wait dr sufka see tire sick hope everyone else better friday,negative
24080,carter gotta make video public dear lol see,neutral
24081,ur lol,neutral
24082,hate biatches world,negative
24083,http twitpic com jcjj boagsie actually still small lol years old,neutral
24084,look like yet another beautiful day london,positive
24085,draw new songs make cry miss thomas already,negative
24086,wide awake,negative
24087,pre order new album deep end listen permanent heart repeat since,neutral
24088,sure hope worth loveu,positive
24089,instead tell god big problems like tell problems big god http bite ly ofzj,neutral
24090,want party,neutral
24091,hahahaha know say sheeeeittt get picture bwaaaahhh,negative
24092,ok soooooooooo get u palm hand,neutral
24093,beer japan google,neutral
24094,call mother call mother get butt bed kid tomorrow,neutral
24095,nope think thnx ask lol fine,positive
24096,thanku cook simple law u hve fun u make,positive
24097,another night sleep,neutral
24098,wall jericho please come worcester asap candace pleeaassee flee see call quit whyyy,neutral
24099,happy mother day moms wonderful great day,positive
24100,ahhhhhhh th birthday cant belive find im see yous tonight best present everr,negative
24101,ohi would marry travis pastrana second hes attractive hes sweetest thing attractive ha,neutral
24102,wish chicago,positive
24103,yum wish could today cold want infect others miss friday session,neutral
24104,head theatre show tonight exit,positive
24105,good morning world happy star war day may th,positive
24106,good plan peg plus like sound money monday,positive
24107,also believe things mean happen,neutral
24108,get home leave,neutral
24109,ouch better get use think prime marriage years,negative
24110,iprocrastinate far character flaw gotta session want emerge cover,neutral
24111,hahaha make laugh,positive
24112,three broody ones atm china egg keep happy ish,positive
24113,music http www myspace com janedurkin,neutral
24114,http twitpic com qfl haha love,positive
24115,forget answer kindle question yesterday honestly use much two paperback book want read first,negative
24116,try blah thank u today,neutral
24117,watch,neutral
24118,sigh guess gonna meet today,negative
24119,baq sleep go headach start da,negative
24120,wci hashtag simply die anytime soon,negative
24121,dont want ugly anymore,negative
24122,think catch sleep befor go back uni haha goodnight,positive
24123,im glad make sumone smile,positive
24124,today go way plan early lunchbreak may back til mon weekend gonna fun friends tho,positive
24125,zeb nap hours already today asleep must grow fast,positive
24126,need bigger mp player even pain say,negative
24127,snl party,neutral
24128,sure make,neutral
24129,afraid comment mp expense hopelessly touch average person average salary v insensitive,negative
24130,madaya ka christian bleh hate u http plurk com p wy yg,negative
24131,ooo love bank holiday x,positive
24132,night want john,negative
24133,dedicate moms happy mother day http blip fm z g,positive
24134,bout miss mah lakers play day orange box rotation mah real la fam keep post love haters,neutral
24135,play really good,positive
24136,ouch really hurt,negative
24137,work agh really need go days go add schedule,positive
24138,h ouse start sunday sad afford sky,negative
24139,think wow survive freshman year mission accomplish sophomore year,positive
24140,phone die die,negative
24141,miss jay leno,negative
24142,think hear song listen tomorrow,neutral
24143,move strength hypertrophy phase chest back shoulder arm next weeks legs stay behind,neutral
